KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Steinburg;Sankt Margarethen;AN Bonus 1300/260 kw;AN BONUS;68;62;104,6;1300;kW Nennleist. Rotor.;517385;5972396;21.11.2000;31.10.2001;in Betrieb;61063512667;0004;095/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Landscheide;Enercon E-70;Enercon;65;70;103;2000;kW Nennleist. Rotor.;517268;5975629;28.03.2001;31.12.2001;in Betrieb;61063512668;0002;063/00/sys. 1763;10.10.2023;LfU SH, Abtl. 7
Steinburg;Landscheide;Enercon E-70;Enercon;64;71;96,5;2000;kW Nennleist. Rotor.;517914;5973140;21.12.2005;31.12.2006;in Betrieb;61063512669;0001;G10/2005/023;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA Vestas V 112;Vestas;94;112;107,5 dB(A)/107,5 dB(A);3075;kW Nennleist. Rotor.;536206;5987647;29.07.2014;08.05.2015;in Betrieb;61066497830;0001;G10/2014/009;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;Vestas V 90;Vestas;105;90;105 dB(A)/105 dB(A);2000;kW Nennleist. Rotor.;536311;5986922;29.07.2014;30.05.2015;in Betrieb;61066497830;0002;G10/2014/010;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;Vestas V 90;Vestas;105;90;105 dB(A)/105 dB(A);2000;kW Nennleist. Rotor.;535945;5986544;29.07.2014;28.05.2015;in Betrieb;61066497830;0003;G10/2014/011;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;Vestas V 112;Vestas;94;112;107,5 dB(A)/107,5 dB(A);3075;kW Nennleist. Rotor.;536303;5986432;29.07.2014;28.05.2015;in Betrieb;61066497830;0004;G10/2014/012;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA 1 Vestas V112;Vestas;94;112;105,4 dB(A)/102,3 dB(A);3300;kW Nennleist. Rotor.;535835;5986953;28.12.2016;23.02.2018;in Betrieb;61066497831;0001;G10/2016/168;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA 2 Vestas V112;Vestas;94;112;105,4 dB(A) / 102,3 dB(A);3300;kW Nennleist. Rotor.;535502;5987589;28.12.2016;05.03.2018;in Betrieb;61066497831;0002;G10/2016/169;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA 4 Vestas V112;Vestas;94;112;106,8 dB(A) / 106,8 dB(A);3300;kW Nennleist. Rotor.;535238;5988050;28.12.2016;06.03.2018;in Betrieb;61066497831;0003;G10/2016/170;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA 3 Vestas V112;Vestas;94;112;105,4dB(A) / 102,3dB(A);3300;kW Nennleist. Rotor.;535802;5987321;28.12.2016;24.03.2018;in Betrieb;61066497831;0004;G10/2016/171;10.10.2023;LfU SH, Abtl. 7
Steinburg;Looft;WKA 5 Vestas V112;Vestas;94;112;106,8 dB(A) / 106,8 dB(A);3300;kW Nennleist. Rotor.;535038;5987768;28.12.2016;09.03.2018;in Betrieb;61066497831;0005;G10/2016/172;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;NEG Micon;Micon;68;64;102;1650;kW Nennleist. Rotor.;525387;5978423;28.01.1999;31.05.2001;in Betrieb;61070488214;0001;070/2070;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;NEG Micon;Micon;68;64;102;2000;kW Nennleist. Rotor.;525497;5978081;28.01.1999;06.06.2001;in Betrieb;61070488214;0002;070/2070;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;NEG Micon;Micon;68;64;102;2000;kW Nennleist. Rotor.;525626;5977747;28.01.1999;25.05.2001;in Betrieb;61070488214;0003;070/2070;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/0 | SLP=103 dB(A)									;5500;kW Nennleist. Rotor.;525547;5978511;25.09.2023;;vor Inbetriebnahme;61070488215;0001;G10/2020/188;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuendorf-Sachsenbande;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/0 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;525293;5978186;25.09.2023;;vor Inbetriebnahme;61070488215;0004;G10/2020/189;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/0 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;525683;5978158;25.09.2023;;vor Inbetriebnahme;61070488215;0005;G10/2020/190;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuendorf-Sachsenbande;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/0 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;525193;5977836;25.09.2023;;vor Inbetriebnahme;61070488215;0006;G10/2020/191;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuendorf-Sachsenbande;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/87,2 | 125/92,6 | 250/97,2 | 500/99,7 | 1000/101,3 | 2000/99,1 | 4000/91,7 | 8000/0 | SLP=106 dB(A);5500;kW Nennleist. Rotor.;525094;5977487;25.09.2023;;vor Inbetriebnahme;61070488215;0007;G10/2020/192;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/0 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;525541;5977675;25.09.2023;;vor Inbetriebnahme;61070488215;0008;G10/2020/193;10.10.2023;LfU SH, Abtl. 7
Steinburg;Moorhusen;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/0 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;525897;5977860;25.09.2023;;vor Inbetriebnahme;61070488215;0009;G10/2020/194;10.10.2023;LfU SH, Abtl. 7
Steinburg;Landrecht;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/0 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;525494;5976799;25.09.2023;;vor Inbetriebnahme;61070488215;0014;G10/2020/195;10.10.2023;LfU SH, Abtl. 7
Steinburg;Landrecht;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/84 | 125/90,2 | 250/95,2 | 500/97,3 | 1000/97,8 | 2000/95,1 | 4000/88,4 | 8000/0 | SLP=103 dB(A);5500;kW Nennleist. Rotor.;525513;5976411;25.09.2023;;vor Inbetriebnahme;61070488215;0016;G10/2020/196;10.10.2023;LfU SH, Abtl. 7
Steinburg;Krummendiek;GE Renewable Energy GE 5.5 158;GE General Electric;122,7;158;HZ /dB(A) | 63/81,3 | 125/88,5 | 250/92,8 | 500/93 | 1000/92,4 | 2000/90,4 | 4000/85,5 | 8000/0 | SLP=99 dB(A);5500;kW Nennleist. Rotor.;525910;5976611;25.09.2023;;vor Inbetriebnahme;61070488215;0017;G10/2020/197;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA 1 Senvion 3.4M114;Senvion;93;114;105,2dB(A) / 103,5 dB(A);3400;kW Nennleist. Rotor.;536092;5967308;26.04.2016;23.02.2017;in Betrieb;61073241791;0001;G10/2015/179;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA1 Senvion 3.4M114 NES;Senvion;93;114;105,2 dB(A)/99,5 dB(A);3400;kW Nennleist. Rotor.;534323;5967203;05.09.2016;23.06.2017;in Betrieb;61073241792;0001;G10/2016/046;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA2 Senvion 3.4M114 NES;Senvion;93;114;105,2 dB(A)/ 100,3 dB(A);3400;kW Nennleist. Rotor.;533737;5967118;05.09.2016;23.06.2017;in Betrieb;61073241792;0002;G10/2016/047;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Vensys V77;Vensys;61,5;77;105,3 dB(A)/101,4 dB(A);1500;kW Nennleist. Rotor.;537242;5967196;22.06.2011;31.05.2012;in Betrieb;61073241793;0001;G10/2010/063;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Vensys 115-4,1MW ;Vensys;92,5;115;HZ /dB(A) | 63/82,1 | 125/87,6 | 250/92,3 | 500/93,5 | 1000/94,3 | 2000/94,2 | 4000/86,4 | 8000/0 | SLP=100,2 dB(A);4100;kW Nennleist. Rotor.;536452;5967333;29.01.2020;28.06.2023;in Betrieb;61073241794;0001;G10/2019/088;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Nordex N133/4.8;Nordex;110;133;HZ /dB(A) | 63/80,4 | 125/87,4 | 250/91,1 | 500/92,1 | 1000/92,6 | 2000/91,3 | 4000/87 | 8000/77,8 | SLP=98,7 dB(A);4800;kW Nennleist. Rotor.;534004;5967315;30.03.2023;;vor Inbetriebnahme;61073241795;0001;G10/2022/030;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Nordex N133/4.8;Nordex;110;133;HZ /dB(A) | 63/85 | 125/92 | 250/95,8 | 500/96,7 | 1000/97,2 | 2000/95,9 | 4000/91,6 | 8000/82,4 | SLP=103,3 dB(A);4800;kW Nennleist. Rotor.;533417;5967372;30.03.2023;;vor Inbetriebnahme;61073241796;0002;G10/2022/031;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;Vestas V66-1,65 MW VCS;Vestas;67;66;104,3;1650;kW Nennleist. Rotor.;537076;5967432;02.07.2001;23.11.2001;in Betrieb;61073512761;0003;073/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;Vestas V66-1,65 MW VCS;Vestas;67;66;104,3;1650;kW Nennleist. Rotor.;537430;5967451;02.07.2001;23.11.2001;in Betrieb;61073512761;0004;073/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;Vestas V66-1,65 MW VCS;Vestas;67;66;104,3;1650;kW Nennleist. Rotor.;537783;5967471;02.07.2001;23.11.2001;in Betrieb;61073512761;0005;073/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Vensys V77;Vensys;61,5;77;105,3 dB(A)/100,3dB(A);1500;kW Nennleist. Rotor.;537581;5967226;22.06.2011;15.08.2012;in Betrieb;61073512764;0002;G10/2010/064;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuenbrook;WKA Vensys V77;Vensys;61,5;77;105,3 dB(A)/100,3dB(A);1500;kW Nennleist. Rotor.;537851;5967144;22.06.2011;31.05.2012;in Betrieb;61073512764;0003;G10/2010/065;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuendorf-Sachsenbande;Micon NM-72-15500c;Micon;62;72;104,5;1500;kW Nennleist. Rotor.;525225;5978162;13.01.2005;07.09.2005;in Betrieb;61075442270;0001;G10/2004/025;10.10.2023;LfU SH, Abtl. 7
Steinburg;Neuendorf-Sachsenbande;NEG Micon Nm 72-1500c;Micon;62;72;104,5;1500;kW Nennleist. Rotor.;525335;5977836;13.01.2005;09.09.2005;in Betrieb;61075442272;0001;G10/2004/025;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Siemens Gamesa SG 6.6 (Ursprung: Siemens Gamesa SG 6.0);Siemens;122,5;155;"Tag: 106,5 dB(A); Nacht: 99,5 dB(A); f:    63  |125| 250 | 500|1000|2000|4000 ; L:  81,0|86,0|91,5|93,0| 94,1| 92,9 |87,2";6600;kW Leistung;519909;5975292;05.11.2020;03.12.2022;in Betrieb;61077000001;0001;G10/2019/237;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Siemens Gamesa SG 6.6 (Ursprung: Siemens Gamesa SG 6.0);Siemens;122,5;155;"Tag: 107,5 dB(A); f:  63 | 125 | 250 | 500  | 1000 |2000|4000; L:  90 |95,6| 99,1 |100,1|101,9|101,5|95,3 ; Nacht: 101 dB(A); f:    63  |125| 250 | 500|1000|2000|4000; L:  86,9|90,5|92,3|93,4| 95,2| 94,7 |88,6";6600;kW Leistung;520366;5975593;05.11.2020;04.11.2022;in Betrieb;61077000001;0002;G10/2019/238;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Nordex N133 /4.8;Nordex;125,4;133,2;;4800;kW Nennleist. Rotor.;519644;5973568;;;im Gen.Verf.;61077000005;0001;G10/2023/033;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;NEC Micon 1500 KW 64/c;Micon;68;64;;1500;kW Nennleist. Rotor.;521520;5975419;12.11.1999;22.06.2001;in Betrieb;61077509752;0002;077/00/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;NEC Micon 1500 KW 64/c;Micon;68;64;;1500;kW Nennleist. Rotor.;521652;5975004;12.11.1999;22.06.2001;in Betrieb;61077509752;0003;077/00/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;NEC Micon 1500 KW 64/c;Micon;68;64;;1500;kW Nennleist. Rotor.;521802;5974714;12.11.1999;22.06.2001;in Betrieb;61077509752;0004;077/00/00;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Micon 1500;Micon;68;64;102,3;1500;kW Nennleist. Rotor.;521042;5975819;12.11.1999;30.04.2001;in Betrieb;61077509753;0002;077/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Micon 1500;Micon;68;64;102,3;1500;kW Nennleist. Rotor.;521417;5976062;12.11.1999;30.04.2001;in Betrieb;61077509753;0003;077/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Micon 1500;Micon;68;64;103,7 dB(A);1500;kW Nennleist. Rotor.;521285;5975669;12.11.1999;26.06.2001;in Betrieb;61077509759;0004;077/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Micon 1500 ;Micon;68;64;103,7 dB(A);1500;kW Nennleist. Rotor.;521762;5975852;12.11.1999;26.06.2001;in Betrieb;61077509759;0005;077/00/0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Enercon E-70 E4;Enercon;71;64;104,5;2300;kW Nennleist. Rotor.;521169;5976036;02.12.2009;27.04.2011;in Betrieb;61077509759;0007;G10/2007/006;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Enercon E-70 E4;Enercon;71;64;104,5;2300;kW Nennleist. Rotor.;521694;5976102;02.12.2009;27.04.2011;in Betrieb;61077509759;0008;G10/2007/007;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Enercon E-70 E4;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;520807;5975846;02.12.2009;27.04.2011;in Betrieb;61077509762;0006;G10/2007/005;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;WKA Repower 3.2 M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;520612;5972049;14.02.2014;26.07.2014;in Betrieb;61077509766;0001;G10/2013/124;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519678;5973205;09.10.2013;22.10.2014;in Betrieb;61077509767;0001;G10/2013/057;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519334;5973254;09.10.2013;23.10.2014;in Betrieb;61077509768;0001;G10/2013/056;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519200;5973681;09.10.2013;29.07.2014;in Betrieb;61077509769;0001;G10/2013/055;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519530;5973876;09.10.2013;22.07.2014;in Betrieb;61077509770;0001;G10/2013/054;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519198;5974300;09.10.2013;07.07.2014;in Betrieb;61077509771;0001;G10/2013/053;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519503;5974541;09.10.2013;14.07.2014;in Betrieb;61077509772;0001;G10/2013/052;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Repower 3.2M;REpower;93;114;105,2;3200;kW Nennleist. Rotor.;519232;5974726;09.10.2013;15.07.2014;in Betrieb;61077509773;0001;G10/2013/051;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Prokon P3000;Prokon;92;116;106,5;3000;kW Nennleist. Rotor.;519767;5972921;10.04.2013;24.05.2018;in Betrieb;61077509775;0001;G10/2012/081;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Prokon P3000;Prokon;92;116;106,5;3000;kW Nennleist. Rotor.;520045;5972516;10.04.2013;31.03.2018;in Betrieb;61077509775;0002;G10/2012/082;10.10.2023;LfU SH, Abtl. 7
Steinburg;Nortorf;Prokon P3000;Prokon;92;116;106,5;3000;kW Nennleist. Rotor.;520015;5972019;10.04.2013;28.02.2014;in Betrieb;61077509775;0003;G10/2012/083;10.10.2023;LfU SH, Abtl. 7
Steinburg;Oldenborstel;Repower 3.2M 114;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;534696;5990862;29.10.2013;11.09.2014;in Betrieb;61081000002;0001;G10/2013/063;10.10.2023;LfU SH, Abtl. 7
Steinburg;Oldenborstel;Repower 3.2M 114;REpower;93;114;105,2 dB(A)/105,2 dB(A);3200;kW Nennleist. Rotor.;534619;5990552;29.10.2013;08.09.2014;in Betrieb;61081000002;0002;G10/2013/064;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;WKA Nordex N149/5.7;Nordex;104,7;149,1;HZ /dB(A) | 63/85,9 | 125/92,1 | 250/95,8 | 500/98,4 | 1000/99,1 | 2000/96,6 | 4000/89 | 8000/0 | SLP=104,2 dB(A);5700;kW Nennleist. Rotor.;534500;5991188;06.03.2023;;vor Inbetriebnahme;61081000002;0003;G10/2022/038;10.10.2023;LfU SH, Abtl. 7
Steinburg;Christinenthal;WKA Nordex N149/5.7;Nordex;104,7;149,1;HZ /dB(A) | 63/82,2 | 125/88,4 | 250/92,1 | 500/94,7 | 1000/95,4 | 2000/92,9 | 4000/85,3 | 8000/0 | SLP=100,5 dB(A);5700;kW Nennleist. Rotor.;535014;5990775;16.03.2023;;vor Inbetriebnahme;61081000002;0004;G10/2022/039;10.10.2023;LfU SH, Abtl. 7
Steinburg;Oldendorf;WKA Vestas V150 4.2MW;Vestas;125;150;107,0 dB(A)/107,0 dB(A);4200;kW Nennleist. Rotor.;530027;5980548;06.08.2019;22.12.2020;in Betrieb;61082244681;0002;G10/2018/050;10.10.2023;LfU SH, Abtl. 7
Steinburg;Oldendorf;WKA Vestas V136 4.2MW;Vestas;112;136;106,0 dB(A)/106,0 dB(A);4200;kW Nennleist. Rotor.;530293;5980253;06.08.2019;04.12.2020;in Betrieb;61082244681;0003;G10/2018/051;10.10.2023;LfU SH, Abtl. 7
Steinburg;Ottenbüttel;WKA N133/4.8;Nordex;164;133,2;HZ /dB(A) | 63/86,9 | 125/93,9 | 250/97,7 | 500/98,6 | 1000/99,1 | 2000/97,8 | 4000/93,5 | 8000/84,3 | SLP=105,2 dB(A)	Tag 105,2;4800;kW Nennleist. Rotor.;535370;5979942;;;im Gen.Verf.;61083244883;0001;G10/2023/088;10.10.2023;LfU SH, Abtl. 7
Steinburg;Ottenbüttel;WKA N133/4.8;Nordex;164;133,2;HZ /dB(A) | 63/86,9 | 125/93,9 | 250/97,7 | 500/98,6 | 1000/99,1 | 2000/97,8 | 4000/93,5 | 8000/84,3 | SLP=105,2 dB(A)	Tag 105,2;4800;kW Nennleist. Rotor.;535591;5979748;;;im Gen.Verf.;61083244883;0002;G10/2023/089;10.10.2023;LfU SH, Abtl. 7
Steinburg;Peissen;WKA Nordex N131 3,6 MW;Nordex;125;149;HZ /dB(A)   63/88,1   125/94,3   250/98,0   500/100,6   1000/101,3   2000/98,8   4000/91,2   SLP=106,4 dB(A) Tag-107,8 dB(A);4500;kW Nennleist. Rotor.;537404;5988352;28.02.2019;10.08.2020;in Betrieb;61084245093;0001;G10/2017/100;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650 kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534617;5992172;26.06.1998;02.11.1999;in Betrieb;61087512697;0002;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650 kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534817;5991962;26.06.1998;02.11.1999;in Betrieb;61087512697;0003;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;535262;5991609;26.06.1998;02.11.1999;in Betrieb;61087512697;0004;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;535024;5991758;26.06.1998;02.11.1999;in Betrieb;61087512697;0005;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534400;5991562;26.06.1998;02.11.1999;in Betrieb;61087512697;0006;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534602;5991404;26.06.1998;02.11.1999;in Betrieb;61087512697;0007;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534790;5991241;26.06.1998;02.11.1999;in Betrieb;61087512697;0008;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;535037;5990991;26.06.1998;02.11.1999;in Betrieb;61087512697;0009;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;534847;5991552;26.06.1998;02.11.1999;in Betrieb;61087512697;0010;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Christinenthal;Vestas V66 1650/300kW;Vestas;67;66;102,5;1650;kW Nennleist. Rotor.;535130;5990576;26.06.1998;02.11.1999;in Betrieb;61087512697;0011;087/ /0;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;WKA Nordex N149/5.7;Nordex;104,7;149,1;HZ /dB(A) | 63/87,3 | 125/93,5 | 250/97,2 | 500/99,8 | 1000/100,5 | 2000/98 | 4000/90,4 | 8000/0 | SLP=105,6 dB(A);5700;kW Nennleist. Rotor.;534571;5991625;07.03.2023;;vor Inbetriebnahme;61087512697;0013;G10/2022/035;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;WKA Nordex N149/5.7;Nordex;125,4;149,1;HZ /dB(A) | 63/86 | 125/92,2 | 250/95,9 | 500/98,5 | 1000/99,2 | 2000/96,7 | 4000/89,1 | 8000/0 | SLP=104,3 dB(A);5700;kW Nennleist. Rotor.;534877;5991416;07.03.2023;;vor Inbetriebnahme;61087512697;0014;G10/2022/036;10.10.2023;LfU SH, Abtl. 7
Steinburg;Puls;WKA Nordex N149/5.7;Nordex;104,7;149,1;HZ /dB(A) | 63/83,2 | 125/89,4 | 250/93,1 | 500/95,7 | 1000/96,4 | 2000/93,9 | 4000/86,3 | 8000/0 | SLP=101,5 dB(A);5700;kW Nennleist. Rotor.;535121;5991139;07.03.2023;;vor Inbetriebnahme;61087512697;0015;G10/2022/037;10.10.2023;LfU SH, Abtl. 7
Steinburg;Störkathen;WKA GE General Electric 5.5-158;GE General Electric;158;120,9;HZ /dB(A) | 63/86,9 | 125/93,3 | 250/98,8 | 500/98,6 | 1000/100,4 | 2000/101,2 | 4000/92,9 | 8000/78,5 | SLP=106,4 dB(A)	;5500;kW Nennleist. Rotor.;550773;5981112;;;im Gen.Verf.;61088245997;0001;G10/2023/078;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA GE General Electric 5.5-158;GE General Electric;158;120,9;HZ /dB(A) | 63/86,9 | 125/93,3 | 250/98,8 | 500/98,6 | 1000/100,4 | 2000/101,2 | 4000/92,9 | 8000/78,5 | SLP=106,4 dB(A)	;5500;kW Nennleist. Rotor.;550231;5980419;;;im Gen.Verf.;61088245997;0002;G10/2023/079;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA GE General Electric 5.5-158;GE General Electric;158;120,9;HZ /dB(A) | 63/86,9 | 125/93,3 | 250/98,8 | 500/98,6 | 1000/100,4 | 2000/101,2 | 4000/92,9 | 8000/78,5 | SLP=106,4 dB(A);5500;kW Nennleist. Rotor.;551039;5980496;;;im Gen.Verf.;61088245997;0003;G10/2023/080;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;WKA GE General Electric 5.5-158;GE General Electric;158;120,9;HZ /dB(A) | 63/86,9 | 125/93,3 | 250/98,8 | 500/98,6 | 1000/100,4 | 2000/101,2 | 4000/92,9 | 8000/78,5 | SLP=106,4 dB(A)									;5500;kW Nennleist. Rotor.;550106;5979759;;;im Gen.Verf.;61088245997;0004;G10/2023/081;10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;549934;5979884;06.02.2001;22.11.2001;in Betrieb;61088511741;0002;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550205;5979790;06.02.2001;09.12.2001;in Betrieb;61088511741;0003;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
Steinburg;Quarnstedt;AN BONUS;AN BONUS;69;62;101,5;1300;kW Nennleist. Rotor.;550315;5980115;06.02.2001;19.11.2001;in Betrieb;61088511741;0004;088/01/0(02741/98);10.10.2023;LfU SH, Abtl. 7
